Date,Value,Comment,Comment
1981-03-01T00:00:00.000+02:00,87.6428,Historical data not yet verfied,
1981-02-01T00:00:00.000+02:00,7.9776,Historical data not yet verfied,
1981-01-01T00:00:00.000+02:00,140.716,Historical data not yet verfied,
1980-12-01T00:00:00.000+02:00,158.0008,Historical data not yet verfied,
1980-11-01T00:00:00.000+02:00,165.3136,Historical data not yet verfied,
1980-10-01T00:00:00.000+02:00,91.0776,Historical data not yet verfied,
1980-09-01T00:00:00.000+02:00,76.5628,Historical data not yet verfied,
1980-08-01T00:00:00.000+02:00,181.3796,Historical data not yet verfied,
1980-07-01T00:00:00.000+02:00,59.0564,Historical data not yet verfied,
1980-06-01T00:00:00.000+02:00,306.916,Historical data not yet verfied,
1980-05-01T00:00:00.000+02:00,222.9296,Historical data not yet verfied,
1980-04-01T00:00:00.000+02:00,151.1312,Historical data not yet verfied,
1980-03-01T00:00:00.000+02:00,16.2876,Historical data not yet verfied,
1980-02-01T00:00:00.000+02:00,51.0788,Historical data not yet verfied,
1980-01-01T00:00:00.000+02:00,64.1532,Historical data not yet verfied,
1979-12-01T00:00:00.000+02:00,12.6312,Historical data not yet verfied,
1979-11-01T00:00:00.000+02:00,61.1616,Historical data not yet verfied,
1979-10-01T00:00:00.000+02:00,244.868,Historical data not yet verfied,
1979-09-01T00:00:00.000+02:00,87.1996,Historical data not yet verfied,
1979-08-01T00:00:00.000+02:00,135.6192,Historical data not yet verfied,
1979-07-01T00:00:00.000+02:00,157.89,Historical data not yet verfied,
1979-06-01T00:00:00.000+02:00,368.0776,Historical data not yet verfied,
1979-05-01T00:00:00.000+02:00,142.932,Historical data not yet verfied,
1979-04-01T00:00:00.000+02:00,68.4744,Historical data not yet verfied,
1979-03-01T00:00:00.000+02:00,100.0524,Historical data not yet verfied,
1979-02-01T00:00:00.000+02:00,57.062,Historical data not yet verfied,
1979-01-01T00:00:00.000+02:00,60.6076,Historical data not yet verfied,
1978-12-01T00:00:00.000+02:00,100.274,Historical data not yet verfied,
1978-11-01T00:00:00.000+02:00,87.7536,Historical data not yet verfied,
1978-10-01T00:00:00.000+02:00,122.434,Historical data not yet verfied,
1978-09-01T00:00:00.000+02:00,195.6728,Historical data not yet verfied,
1978-08-01T00:00:00.000+02:00,227.8048,Historical data not yet verfied,
1978-07-01T00:00:00.000+02:00,77.006,Historical data not yet verfied,
1978-06-01T00:00:00.000+02:00,50.3032,Historical data not yet verfied,
1978-05-01T00:00:00.000+02:00,179.6068,Historical data not yet verfied,
1978-04-01T00:00:00.000+02:00,159.3304,Historical data not yet verfied,
1978-03-01T00:00:00.000+02:00,27.0352,Historical data not yet verfied,
1978-02-01T00:00:00.000+02:00,33.794,Historical data not yet verfied,
1978-01-01T00:00:00.000+02:00,63.2668,Historical data not yet verfied,
1977-12-01T00:00:00.000+02:00,93.8476,Historical data not yet verfied,
1977-11-01T00:00:00.000+02:00,18.836,Historical data not yet verfied,
1977-10-01T00:00:00.000+02:00,76.0088,Historical data not yet verfied,
1977-09-01T00:00:00.000+02:00,121.9908,Historical data not yet verfied,
1977-08-01T00:00:00.000+02:00,519.9844,Historical data not yet verfied,
1977-07-01T00:00:00.000+02:00,306.8052,Historical data not yet verfied,
1977-06-01T00:00:00.000+02:00,772.0544,Historical data not yet verfied,
1977-05-01T00:00:00.000+02:00,207.0852,Historical data not yet verfied,
1977-04-01T00:00:00.000+02:00,295.3928,Historical data not yet verfied,
1977-03-01T00:00:00.000+02:00,59.3888,Historical data not yet verfied,
1977-02-01T00:00:00.000+02:00,56.9512,Historical data not yet verfied,
1977-01-01T00:00:00.000+02:00,42.4364,Historical data not yet verfied,
1976-12-01T00:00:00.000+02:00,220.9352,Historical data not yet verfied,
1976-11-01T00:00:00.000+02:00,260.1584,Historical data not yet verfied,
1976-10-01T00:00:00.000+02:00,118.3344,Historical data not yet verfied,
1976-09-01T00:00:00.000+02:00,181.158,Historical data not yet verfied,
1976-08-01T00:00:00.000+02:00,177.5016,Historical data not yet verfied,
1976-07-01T00:00:00.000+02:00,269.1332,Historical data not yet verfied,
